Purchase Price,AM or PM,Browser Info,Language,Company,Credit Card,CC Exp Date,CC Security Code,CC Provider,Address
52.77,AM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/4.1),pt,Vasquez LLC,6011312797437905,12/23,868,JCB 15 digit,204.251.63.133
70.21,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/3.0),de,"Bowman, Morgan and Valenzuela",210014912169775,09/18,577,Maestro,201.156.53.21
87.72,PM,Mozilla/5.0 (Windows NT 4.0; it-IT; rv:1.9.2.20) Gecko/2013-05-06 00:47:52 Firefox/3.6.7,zh,Costa PLC,3096388220923799,06/22,337,JCB 16 digit,216.186.247.31
28.9,AM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_7; rv:1.9.2.20) Gecko/2013-06-30 14:36:32 Firefox/5.0,pt,Singh and Sons,5121765142437905,02/26,716,Discover,246.163.250.244
89.03,PM,Opera/9.48.(X11; Linux x86_64; sl-SI) Presto/2.9.172 Version/10.00,de,Rhodes-Cook,869986123683245,04/25,71,JCB 15 digit,35.237.247.163
18.04,PM,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/4.1),pt,Norris Ltd,30570402385930,05/19,57,JCB 16 digit,148.143.50.200
63.34,AM,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/5.1),ru,Jimenez PLC,5150430923407072,10/20,390,Maestro,38.137.211.136
66.72,PM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2015-11-20 04:26:19 Firefox/3.8,pt,"Green, Holmes and Gill",676359646798,04/24,786,American Express,111.132.126.50
34.98,AM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_2 rv:4.0; en-US) AppleWebKit/535.7.5 (KHTML, like Gecko) Version/4.1 Safari/535.7.5",en,Brooks PLC,5237400037251119,12/24,7249,JCB 15 digit,220.98.9.183
34.14,PM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_4; rv:1.9.3.20) Gecko/2016-03-26 05:50:09 Firefox/3.8,zh,Anthony-Moore,3528884576013522,10/16,5571,Diners Club / Carte Blanche,217.80.194.133
68.74,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; it-IT) AppleWebKit/532.45.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6532.45.5",el,Santos-Wells,869951752871248,05/18,931,Mastercard,106.67.204.69
41.83,PM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_5 rv:4.0; it-IT) AppleWebKit/531.4.2 (KHTML, like Gecko) Version/5.1 Safari/531.4.2",el,"Barnes, Bowman and Fuller",3158737437951198,10/16,8243,JCB 15 digit,192.63.95.85
5.36,AM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5322 (KHTML, like Gecko) Chrome/14.0.848.0 Safari/5322",de,Wright Inc,3158476942916285,08/24,399,JCB 15 digit,7.172.114.240
36.02,AM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_3 rv:2.0; en-US) AppleWebKit/534.9.4 (KHTML, like Gecko) Version/4.1 Safari/534.9.4",ru,Thomas-Lee,3528432213886809,01/20,516,American Express,156.61.106.75
11.1,AM,Opera/8.45.(Windows NT 5.01; en-US) Presto/2.9.166 Version/11.00,es,"Young, Wise and Raymond",6011100483101822,01/19,930,American Express,39.154.203.91
19.04,PM,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/531.45.6 (KHTML, like Gecko) Version/5.1 Safari/531.45.6",zh,Ali and Sons,3088607001698829,11/20,77,VISA 16 digit,124.24.3.47
97.4,PM,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/5.0),zh,Robinson-Jones,4639196845143525,12/18,786,Diners Club / Carte Blanche,186.12.220.4
95.37,PM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2012-06-10 15:22:11 Firefox/3.8,es,"Hernandez, Watts and Brooks",180031175414553,10/25,862,JCB 16 digit,110.48.204.142
92.41,PM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5350 (KHTML, like Gecko) Chrome/13.0.808.0 Safari/5350",zh,"Meyer, Mcdaniel and Jones",4081672861470706,02/20,618,Discover,235.227.114.243
84.65,AM,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/5321 (KHTML, like Gecko) Chrome/15.0.878.0 Safari/5321",ru,Smith-Vaughn,210012088199543,05/21,5871,JCB 16 digit,14.86.234.200
23.12,AM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/3.1),it,Kennedy PLC,639090578522,07/19,179,Mastercard,181.66.242.101
3.28,PM,Mozilla/5.0 (Windows 98; it-IT; rv:1.9.0.20) Gecko/2013-05-06 20:20:38 Firefox/8.0,en,"Roberts, Martinez and Miranda",30407459616588,10/18,715,American Express,81.202.253.212
71.16,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_9 rv:6.0; en-US) AppleWebKit/532.16.5 (KHTML, like Gecko) Version/4.0 Safari/532.16.5",el,Baldwin LLC,3088146179604871,09/25,329,Maestro,62.35.127.11
78.9,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_6) AppleWebKit/5330 (KHTML, like Gecko) Chrome/14.0.837.0 Safari/5330",el,Ross-Wright,3088234982474615,05/26,514,VISA 16 digit,41.185.119.169
29.32,PM,Opera/9.81.(X11; Linux i686; sl-SI) Presto/2.9.160 Version/11.00,es,"Baxter, Jones and Williams",5153250160215641,04/17,151,Discover,59.142.10.244
81.94,PM,Mozilla/5.0 (Windows NT 4.0; it-IT; rv:1.9.1.20) Gecko/2011-07-02 19:47:44 Firefox/3.6.8,de,Avery-Mcintyre,5133444243651964,06/23,54,JCB 15 digit,118.105.113.88
28.55,AM,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/5.1),it,Schaefer PLC,5466255906761669,06/21,698,JCB 16 digit,177.52.219.232
34.94,PM,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/3.1),el,"Beard, Hernandez and Francis",3088857203956190,05/25,454,JCB 16 digit,23.104.5.14
33.18,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; it-IT) AppleWebKit/533.1.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6533.1.6",en,Short-White,4408549570245205,04/18,512,Mastercard,198.223.96.17
15.45,PM,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/5340 (KHTML, like Gecko) Chrome/15.0.876.0 Safari/5340",de,"Lewis, Pruitt and Butler",503883520911,08/20,106,American Express,253.105.40.187
62.11,AM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/5.0),ru,Nicholson Group,3158707021043074,10/21,21,Mastercard,108.92.224.89
96.0,PM,Opera/8.87.(X11; Linux i686; sl-SI) Presto/2.9.160 Version/12.00,fr,Weiss-Smith,6011238812209542,05/25,733,JCB 15 digit,31.65.248.67
62.23,PM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_7 rv:6.0; it-IT) AppleWebKit/535.17.4 (KHTML, like Gecko) Version/4.0 Safari/535.17.4",pt,Ford-Ross,630455516280,02/24,2755,JCB 16 digit,192.234.79.79
77.4,AM,Opera/9.13.(X11; Linux i686; sl-SI) Presto/2.9.160 Version/12.00,el,Odonnell-Hill,3158891327660003,07/25,502,Mastercard,121.156.200.198
98.82,PM,Opera/8.35.(Windows 98; Win 9x 4.90; it-IT) Presto/2.9.190 Version/11.00,en,Gomez LLC,675934053389,12/25,361,VISA 13 digit,128.152.50.187
98.65,AM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_8; rv:1.9.6.20) Gecko/2013-08-14 09:40:21 Firefox/3.6.16,ru,"Garcia, Roy and Hughes",210074854060838,09/16,71,Maestro,88.205.16.182
45.03,AM,Opera/9.54.(X11; Linux i686; en-US) Presto/2.9.174 Version/11.00,fr,"Barton, Clayton and Curtis",6011479202482253,09/19,22,VISA 16 digit,86.249.193.72
25.9,PM,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/4.1),fr,Mccann-Rose,3158489592610405,10/20,233,Maestro,16.17.116.36
48.35,AM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5322 (KHTML, like Gecko) Chrome/14.0.832.0 Safari/5322",es,Vasquez-Mason,676125222429,04/18,210,JCB 16 digit,155.197.165.171
46.62,AM,Mozilla/5.0 (Windows NT 4.0; sl-SI; rv:1.9.2.20) Gecko/2015-07-18 22:56:29 Firefox/9.0,es,"Tucker, Melton and Stephens",4370774073767729,07/19,651,VISA 16 digit,40.129.66.45
15.34,AM,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2016-02-02 17:22:09 Firefox/3.8,ru,Smith Ltd,4592144014578928,09/18,1602,Mastercard,51.189.205.182
12.65,AM,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/4.0),de,Rogers PLC,4419143848719,05/21,696,VISA 13 digit,166.221.194.40
20.13,AM,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/5.0),it,Kim LLC,5404966068623878,08/22,417,American Express,223.159.243.207
34.46,PM,Opera/8.67.(Windows NT 6.1; it-IT) Presto/2.9.186 Version/11.00,it,Phillips and Sons,5193345313960358,02/22,2990,Voyager,35.255.29.221
76.73,AM,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/3.0),el,"Mills, Clark and Jones",503826934047,05/19,432,JCB 16 digit,200.166.13.52
46.28,AM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_2 rv:3.0; en-US) AppleWebKit/535.46.6 (KHTML, like Gecko) Version/5.0.2 Safari/535.46.6",el,Christian-Ford,3088289971123490,02/26,6036,JCB 15 digit,157.183.213.32
63.0,AM,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/4.0),zh,Glover-Reyes,869911248113589,09/22,507,VISA 16 digit,220.57.11.162
90.78,PM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5312 (KHTML, like Gecko) Chrome/15.0.852.0 Safari/5312",fr,Friedman-Dillon,4632049084524,12/17,925,VISA 16 digit,102.4.133.95
85.57,AM,Mozilla/5.0 (Windows NT 6.2; it-IT; rv:1.9.1.20) Gecko/2015-03-02 00:32:01 Firefox/3.6.15,de,Yang-Ball,4074746320425359,11/17,573,VISA 13 digit,129.248.35.127
82.74,PM,Opera/9.65.(Windows CE; it-IT) Presto/2.9.186 Version/10.00,en,Thompson-Mccann,370188354169216,05/24,700,JCB 16 digit,218.245.200.35
24.63,PM,Opera/8.73.(X11; Linux i686; it-IT) Presto/2.9.172 Version/10.00,pt,"Moore, Garcia and Carlson",4037680343109821,02/18,697,Maestro,2.65.185.229
70.64,PM,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/535.3.5 (KHTML, like Gecko) Version/5.0.3 Safari/535.3.5",zh,Grant-Thompson,180002096912710,10/25,631,JCB 15 digit,45.204.159.96
30.48,PM,Mozilla/5.0 (Windows NT 6.1; it-IT; rv:1.9.1.20) Gecko/2015-02-04 05:58:42 Firefox/3.8,pt,Cross-Flowers,6011861532067716,06/17,225,Diners Club / Carte Blanche,124.37.245.231
55.85,AM,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2012-08-23 09:24:54 Firefox/3.8,pt,Davis Group,180080883332482,04/23,741,Voyager,1.0.40.13
83.02,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/3.1),es,"Taylor, Harris and Sanders",4477237326885,09/23,770,VISA 13 digit,188.54.198.54
70.46,PM,Opera/9.38.(X11; Linux i686; en-US) Presto/2.9.178 Version/10.00,fr,Edwards-Martin,6011364048461069,12/16,551,Diners Club / Carte Blanche,40.16.96.237
3.41,PM,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/3.1),it,Rodriguez PLC,210054546672141,03/17,588,VISA 16 digit,130.178.161.218
0.9,PM,Opera/8.34.(Windows 95; en-US) Presto/2.9.160 Version/11.00,es,"Rhodes, Thomas and Mahoney",6011416238640553,06/18,327,Diners Club / Carte Blanche,33.147.159.37
1.23,AM,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/533.39.2 (KHTML, like Gecko) Version/4.1 Safari/533.39.2",zh,"Johnson, Butler and Hale",4396916933700131,10/25,292,VISA 13 digit,78.234.230.196
24.29,AM,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2014-12-02 18:33:02 Firefox/14.0,de,"Griffin, Weber and Li",377075266759502,05/22,584,VISA 16 digit,202.241.19.64
34.09,PM,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_0; rv:1.9.2.20) Gecko/2015-07-20 10:55:40 Firefox/12.0,it,Grant Inc,4539120086970462,06/24,459,JCB 16 digit,37.108.232.95
22.58,PM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_6 rv:5.0; sl-SI) AppleWebKit/534.10.7 (KHTML, like Gecko) Version/5.0 Safari/534.10.7",it,"Spencer, Perez and Bailey",4809264174810710,12/18,637,VISA 16 digit,202.216.53.137
63.39,PM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/3.0),ru,"Jones, Burgess and Hancock",30275992855017,03/18,256,JCB 16 digit,183.4.176.194
90.0,AM,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_3; rv:1.9.6.20) Gecko/2015-10-29 19:36:05 Firefox/3.8,fr,Barker-Johnson,4119658326434342,02/19,4103,JCB 15 digit,121.73.14.90
62.29,AM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_8) AppleWebKit/5362 (KHTML, like Gecko) Chrome/15.0.850.0 Safari/5362",zh,Tran and Sons,4503496625632,09/16,995,VISA 13 digit,251.203.1.206
44.29,PM,Opera/9.65.(Windows 95; it-IT) Presto/2.9.164 Version/12.00,el,Chambers-Chapman,675973404857,04/24,50,VISA 16 digit,43.8.59.168
31.09,PM,Opera/8.65.(X11; Linux x86_64; en-US) Presto/2.9.170 Version/12.00,ru,"Le, Cantu and Miller",6011351082971319,03/24,195,VISA 16 digit,215.27.78.75
46.72,PM,Mozilla/5.0 (Windows 95; sl-SI; rv:1.9.0.20) Gecko/2012-09-01 17:32:56 Firefox/3.8,es,Dalton Ltd,3337122641301486,09/16,124,VISA 13 digit,217.162.64.36
70.83,AM,Mozilla/5.0 (Windows NT 6.2; sl-SI; rv:1.9.0.20) Gecko/2012-05-10 08:38:54 Firefox/3.8,en,Williams Inc,5489695077699417,06/20,773,Voyager,218.145.23.150
46.38,AM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_2 rv:5.0; it-IT) AppleWebKit/533.7.7 (KHTML, like Gecko) Version/4.0.2 Safari/533.7.7",el,Horton Group,4508705863007,04/19,7046,Diners Club / Carte Blanche,163.79.236.6
28.1,AM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2010-07-01 08:44:49 Firefox/3.6.8,fr,"Ward, Perkins and Lewis",340770188408568,01/26,109,VISA 13 digit,216.240.26.13
85.2,AM,Opera/8.58.(X11; Linux i686; sl-SI) Presto/2.9.182 Version/12.00,it,"Vaughn, Evans and Petersen",4803261663973104,01/23,770,Mastercard,51.250.252.30
65.16,AM,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/534.13.1 (KHTML, like Gecko) Version/5.1 Safari/534.13.1",de,Mayer-Hill,5467435596306715,02/19,450,VISA 13 digit,99.191.24.151
82.69,PM,Opera/9.78.(X11; Linux i686; it-IT) Presto/2.9.174 Version/11.00,de,Willis-Smith,869914794874364,04/24,194,Diners Club / Carte Blanche,228.109.62.172
3.88,PM,Opera/9.81.(X11; Linux i686; it-IT) Presto/2.9.171 Version/12.00,en,"Guzman, Vasquez and Delgado",6011297635494608,11/25,386,VISA 16 digit,98.108.18.157
65.47,PM,Opera/8.36.(X11; Linux i686; it-IT) Presto/2.9.170 Version/11.00,it,"Reynolds, Smith and Cortez",180059081791616,08/21,795,JCB 16 digit,206.126.183.232
6.97,PM,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/4.0),en,Rodgers LLC,869939082837542,12/23,400,Voyager,108.189.82.38
39.45,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3 rv:6.0; sl-SI) AppleWebKit/532.5.1 (KHTML, like Gecko) Version/4.0.2 Safari/532.5.1",de,Forbes Inc,4813224790842,02/20,382,Mastercard,197.165.154.51
79.16,AM,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/531.49.5 (KHTML, like Gecko) Version/5.0.3 Safari/531.49.5",it,"Heath, Mooney and Rodriguez",5397203400096061,02/22,295,American Express,133.139.174.166
53.53,AM,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/5330 (KHTML, like Gecko) Chrome/13.0.824.0 Safari/5330",fr,"Johnson, Martinez and Morton",4020950760163968,01/21,605,American Express,235.159.100.51
51.5,PM,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_0; rv:1.9.6.20) Gecko/2015-12-28 00:08:19 Firefox/3.8,zh,Gomez Inc,4609700180139547,09/17,762,Diners Club / Carte Blanche,138.22.83.191
32.38,AM,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/5362 (KHTML, like Gecko) Chrome/15.0.896.0 Safari/5362",ru,"Washington, Brown and Cox",3158443184327555,06/24,975,Diners Club / Carte Blanche,14.134.173.223
46.78,PM,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/533.3.4 (KHTML, like Gecko) Version/4.0.3 Safari/533.3.4",ru,Sawyer Inc,30070392998172,04/24,640,VISA 16 digit,9.165.76.118
91.06,AM,Opera/8.27.(Windows NT 5.0; it-IT) Presto/2.9.189 Version/10.00,el,Abbott-Johnson,3112131360731725,09/23,609,Voyager,204.215.21.252
45.93,AM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5341 (KHTML, like Gecko) Chrome/15.0.813.0 Safari/5341",it,Thompson LLC,3528750823266694,10/23,921,JCB 16 digit,121.133.66.81
48.56,PM,Mozilla/5.0 (Windows NT 5.2; sl-SI; rv:1.9.1.20) Gecko/2016-02-20 03:21:32 Firefox/3.6.16,pt,Prince and Sons,4043865379084061,01/26,181,JCB 16 digit,106.190.12.152
41.2,PM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_0) AppleWebKit/5341 (KHTML, like Gecko) Chrome/15.0.883.0 Safari/5341",en,Gilbert Inc,340973585162966,03/22,967,VISA 13 digit,215.58.111.197
26.57,AM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8) AppleWebKit/5311 (KHTML, like Gecko) Chrome/13.0.843.0 Safari/5311",fr,Rocha-Gray,3088468789240908,06/24,674,JCB 16 digit,145.74.96.39
15.57,PM,Opera/8.58.(X11; Linux i686; en-US) Presto/2.9.171 Version/12.00,en,"Scott, Lang and Harris",4426603649276044,01/18,306,JCB 16 digit,148.5.224.186
83.04,AM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5331 (KHTML, like Gecko) Chrome/15.0.811.0 Safari/5331",de,Gordon PLC,3088234482412180,10/24,17,VISA 16 digit,46.123.149.73
40.42,PM,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/531.42.2 (KHTML, like Gecko) Version/4.1 Safari/531.42.2",fr,Guzman-Coleman,30004146596818,10/20,142,Discover,172.207.190.185
75.57,AM,Opera/9.64.(Windows NT 5.2; sl-SI) Presto/2.9.168 Version/10.00,zh,Molina-Day,4904209379444,03/26,54,VISA 16 digit,24.175.144.228
31.61,PM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_0; rv:1.9.4.20) Gecko/2011-09-12 21:36:48 Firefox/3.6.15,pt,Anderson-Mayo,5477433900050499,02/26,785,Mastercard,40.1.88.174
74.97,PM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_5; rv:1.9.3.20) Gecko/2013-08-05 20:31:21 Firefox/3.6.15,el,"Peters, Roberson and Smith",3088335615856738,04/19,356,American Express,170.136.69.91
83.75,PM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_6) AppleWebKit/5362 (KHTML, like Gecko) Chrome/15.0.851.0 Safari/5362",es,Phelps PLC,6011034560343843,09/21,773,Discover,245.203.186.23
10.88,PM,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/4.1),fr,Nichols PLC,4168062300976,09/23,583,Diners Club / Carte Blanche,39.106.211.2
54.51,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/5.0),pt,"Howe, Hendricks and Austin",869970251348821,02/24,2318,JCB 16 digit,119.215.6.62
62.98,AM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5340 (KHTML, like Gecko) Chrome/15.0.828.0 Safari/5340",es,Davidson-Carpenter,5457662228885715,12/19,693,Maestro,63.78.75.54
39.01,AM,Opera/9.60.(Windows NT 6.1; en-US) Presto/2.9.181 Version/10.00,zh,Chang-Rice,346183282798583,03/17,359,Mastercard,58.59.146.78
1.05,PM,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/3.0),zh,Skinner LLC,6011085531862014,10/19,256,Diners Club / Carte Blanche,107.84.188.64
6.46,AM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_1) AppleWebKit/5352 (KHTML, like Gecko) Chrome/13.0.896.0 Safari/5352",el,Carlson-Howard,6011457341369789,06/24,42,JCB 15 digit,76.94.149.175
52.1,AM,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/4.1),es,"Schultz, Fields and Fields",4208670012793,02/20,983,VISA 16 digit,108.213.154.225
77.16,AM,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/3.0),de,"Levine, Choi and Herrera",4281039129898128,04/22,619,JCB 16 digit,195.48.81.31
49.73,AM,Mozilla/5.0 (Windows NT 5.1; en-US; rv:1.9.1.20) Gecko/2011-08-27 16:45:00 Firefox/3.8,de,Norris and Sons,3528752447068803,03/25,4547,Voyager,12.181.36.109
82.41,PM,Opera/9.13.(X11; Linux x86_64; it-IT) Presto/2.9.172 Version/10.00,de,Webb-Daniel,30530826820656,07/22,962,American Express,113.204.46.182
88.12,PM,Opera/8.10.(X11; Linux i686; it-IT) Presto/2.9.181 Version/12.00,pt,York Inc,30016749612651,11/17,137,Discover,95.64.121.125
34.85,AM,Mozilla/5.0 (Windows NT 6.0; it-IT; rv:1.9.2.20) Gecko/2011-04-07 11:10:47 Firefox/3.6.16,pt,Green-Ryan,346793203649127,11/24,791,American Express,212.151.215.36
43.91,PM,Opera/9.60.(Windows NT 6.2; it-IT) Presto/2.9.164 Version/12.00,el,Franklin-Flores,4967834050185,09/20,445,Mastercard,112.248.250.126
34.28,AM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_3 rv:3.0; it-IT) AppleWebKit/532.37.1 (KHTML, like Gecko) Version/4.0 Safari/532.37.1",es,Shah and Sons,5521566483514146,11/23,820,Voyager,205.131.233.186
15.41,PM,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7; rv:1.9.2.20) Gecko/2015-06-06 13:47:35 Firefox/3.8,pt,Taylor-Perkins,4762963050084,11/21,571,JCB 15 digit,212.40.156.63
68.69,AM,Mozilla/5.0 (Windows NT 5.0; en-US; rv:1.9.2.20) Gecko/2016-06-08 19:02:56 Firefox/3.8,de,Montgomery PLC,3112237607432579,09/24,4121,JCB 16 digit,185.28.216.228
56.12,AM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/5.0),de,Shepard Ltd,869931687684916,02/21,951,JCB 16 digit,108.228.112.36
72.85,PM,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/534.8.2 (KHTML, like Gecko) Version/5.0.1 Safari/534.8.2",el,Horton LLC,4890627529587003,04/18,518,Voyager,5.254.72.203
61.58,AM,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/534.2.7 (KHTML, like Gecko) Version/5.0.2 Safari/534.2.7",es,"Key, Hall and Harris",4276392464105,06/18,354,JCB 15 digit,72.59.97.84
7.45,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_6) AppleWebKit/5352 (KHTML, like Gecko) Chrome/13.0.840.0 Safari/5352",de,"Grimes, Navarro and Duffy",4052273717592119,02/18,867,VISA 13 digit,205.204.247.109
80.77,PM,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/5.0),zh,Gutierrez-Garcia,370766554531788,05/18,378,VISA 13 digit,122.101.242.161
60.21,PM,Opera/9.53.(Windows 98; en-US) Presto/2.9.164 Version/12.00,el,Carpenter-Thompson,180081499676544,01/23,457,American Express,123.133.51.2
34.66,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_3 rv:2.0; sl-SI) AppleWebKit/531.45.5 (KHTML, like Gecko) Version/4.0 Safari/531.45.5",es,"Thomas, Brown and Bates",30487257304272,01/18,250,JCB 16 digit,136.62.122.34
18.97,AM,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/535.23.5 (KHTML, like Gecko) Version/4.0 Safari/535.23.5",fr,"Stein, Matthews and Wilson",180015771694569,09/23,103,American Express,21.106.119.47
15.56,PM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5360 (KHTML, like Gecko) Chrome/13.0.811.0 Safari/5360",es,Underwood-Moreno,869968113924862,12/19,741,JCB 16 digit,234.251.15.178
11.64,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; it-IT) AppleWebKit/533.11.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6533.11.5",zh,Miller LLC,4424676071614,01/24,674,Voyager,116.181.198.217
89.03,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; en-US) AppleWebKit/534.20.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6534.20.2",de,Smith PLC,869954189646381,05/18,230,VISA 13 digit,207.234.50.66
4.27,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_0) AppleWebKit/5342 (KHTML, like Gecko) Chrome/15.0.804.0 Safari/5342",de,"Reyes, Roberts and Ruiz",347380685937664,04/20,4235,Discover,40.66.72.71
44.77,AM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_0) AppleWebKit/5330 (KHTML, like Gecko) Chrome/13.0.811.0 Safari/5330",en,Valencia and Sons,4997678753541184,09/18,869,Maestro,185.87.145.114
33.73,PM,Opera/8.81.(X11; Linux i686; sl-SI) Presto/2.9.173 Version/10.00,it,Lopez Inc,3088104015556482,06/22,385,VISA 16 digit,35.98.78.187
49.67,AM,Opera/8.58.(Windows CE; it-IT) Presto/2.9.169 Version/12.00,pt,Kennedy-Chase,30082749992600,12/17,1611,American Express,121.117.4.34
81.32,PM,Opera/8.79.(Windows NT 6.0; en-US) Presto/2.9.163 Version/11.00,zh,Delgado-Jones,869961048046695,07/20,799,Discover,216.246.57.218
33.3,AM,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/5360 (KHTML, like Gecko) Chrome/15.0.857.0 Safari/5360",it,"Hayes, Potter and Anderson",5376641023476027,09/17,849,VISA 13 digit,103.126.161.31
99.56,PM,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_1; rv:1.9.6.20) Gecko/2015-09-08 05:52:17 Firefox/12.0,pt,Lewis and Sons,377355230044144,06/17,461,Discover,207.60.9.57
